STATUS,TABLE,FIELD,CHECK,CATEGORY,SUBCATEGORY,LEVEL,NOTES,DESCRIPTION,% RECORDS
PASS,CONDITION_OCCURRENCE,None,measurePersonCompleteness,Completeness,None,TABLE,None,The number and percent of persons in the CDM that do not have at least one record in the CONDITION_OCCURRENCE table (Threshold=95%).,0.96%
PASS,CONDITION_ERA,None,measurePersonCompleteness,Completeness,None,TABLE,None,The number and percent of persons in the CDM that do not have at least one record in the CONDITION_ERA table (Threshold=95%).,0.96%
PASS,CONDITION_ERA,CONDITION_ERA_START_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the CONDITION_ERA_START_DATE field of the CONDITION_ERA table less than '19500101'. (Threshold=1%).,0.86%
PASS,CONDITION_OCCURRENCE,CONDITION_START_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the CONDITION_START_DATE field of the CONDITION_OCCURRENCE table less than '19500101'. (Threshold=1%).,0.86%
PASS,CONDITION_OCCURRENCE,CONDITION_START_DATETIME,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the CONDITION_START_DATETIME field of the CONDITION_OCCURRENCE table less than '19500101'. (Threshold=1%).,0.86%
PASS,CONDITION_ERA,CONDITION_ERA_END_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the CONDITION_ERA_END_DATE field of the CONDITION_ERA table less than '19500101'. (Threshold=1%).,0.85%
PASS,VISIT_DETAIL,VISIT_DETAIL_END_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the VISIT_DETAIL_END_DATE field of the VISIT_DETAIL table less than '19500101'. (Threshold=1%).,0.44%
PASS,VISIT_DETAIL,VISIT_DETAIL_END_DATETIME,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the VISIT_DETAIL_END_DATETIME field of the VISIT_DETAIL table less than '19500101'. (Threshold=1%).,0.44%
PASS,VISIT_DETAIL,VISIT_DETAIL_START_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the VISIT_DETAIL_START_DATE field of the VISIT_DETAIL table less than '19500101'. (Threshold=1%).,0.44%
PASS,VISIT_DETAIL,VISIT_DETAIL_START_DATETIME,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the VISIT_DETAIL_START_DATETIME field of the VISIT_DETAIL table less than '19500101'. (Threshold=1%).,0.44%
PASS,VISIT_OCCURRENCE,VISIT_END_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the VISIT_END_DATE field of the VISIT_OCCURRENCE table less than '19500101'. (Threshold=1%).,0.44%
PASS,VISIT_OCCURRENCE,VISIT_END_DATETIME,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the VISIT_END_DATETIME field of the VISIT_OCCURRENCE table less than '19500101'. (Threshold=1%).,0.44%
PASS,VISIT_OCCURRENCE,VISIT_START_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the VISIT_START_DATE field of the VISIT_OCCURRENCE table less than '19500101'. (Threshold=1%).,0.44%
PASS,VISIT_OCCURRENCE,VISIT_START_DATETIME,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the VISIT_START_DATETIME field of the VISIT_OCCURRENCE table less than '19500101'. (Threshold=1%).,0.44%
PASS,DEVICE_EXPOSURE,DEVICE_EXPOSURE_END_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the DEVICE_EXPOSURE_END_DATE field of the DEVICE_EXPOSURE table less than '19500101'. (Threshold=1%).,0.34%
PASS,DEVICE_EXPOSURE,DEVICE_EXPOSURE_END_DATETIME,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the DEVICE_EXPOSURE_END_DATETIME field of the DEVICE_EXPOSURE table less than '19500101'. (Threshold=1%).,0.34%
PASS,DRUG_ERA,DRUG_ERA_START_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the DRUG_ERA_START_DATE field of the DRUG_ERA table less than '19500101'. (Threshold=1%).,0.29%
PASS,OBSERVATION_PERIOD,OBSERVATION_PERIOD_END_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the OBSERVATION_PERIOD_END_DATE field of the OBSERVATION_PERIOD table less than '19500101'. (Threshold=1%).,0.26%
PASS,DRUG_ERA,DRUG_ERA_END_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the DRUG_ERA_END_DATE field of the DRUG_ERA table less than '19500101'. (Threshold=1%).,0.24%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGenderUseDescendants,Plausibility,Atemporal,CONCEPT,Exists,"For descendants of CONCEPT_ID 4041261 (PROCEDURE ON FEMALE GENITAL SYSTEM), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=2%).",0.24%
PASS,CONDITION_OCCURRENCE,CONDITION_END_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the CONDITION_END_DATE field of the CONDITION_OCCURRENCE table less than '19500101'. (Threshold=1%).,0.20%
PASS,CONDITION_OCCURRENCE,CONDITION_END_DATETIME,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the CONDITION_END_DATETIME field of the CONDITION_OCCURRENCE table less than '19500101'. (Threshold=1%).,0.20%
PASS,DRUG_EXPOSURE,DRUG_EXPOSURE_START_DATE,withinVisitDates,Plausibility,None,FIELD,None,The number and percent of records not within one week on either side of the corresponding visit occurrence start and end date (Threshold=5%).,0.17%
PASS,VISIT_DETAIL,VISIT_DETAIL_START_DATE,plausibleTemporalAfter,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the VISIT_DETAIL_START_DATE field of the VISIT_DETAIL that occurs prior to the date in the BIRTH_DATETIME field of the PERSON table. (Threshold=1%).,0.15%
PASS,VISIT_DETAIL,VISIT_DETAIL_START_DATETIME,plausibleTemporalAfter,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the VISIT_DETAIL_START_DATETIME field of the VISIT_DETAIL that occurs prior to the date in the BIRTH_DATETIME field of the PERSON table. (Threshold=1%).,0.15%
PASS,VISIT_OCCURRENCE,VISIT_START_DATE,plausibleTemporalAfter,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the VISIT_START_DATE field of the VISIT_OCCURRENCE that occurs prior to the date in the BIRTH_DATETIME field of the PERSON table. (Threshold=1%).,0.15%
PASS,VISIT_OCCURRENCE,VISIT_START_DATETIME,plausibleTemporalAfter,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the VISIT_START_DATETIME field of the VISIT_OCCURRENCE that occurs prior to the date in the BIRTH_DATETIME field of the PERSON table. (Threshold=1%).,0.15%
PASS,VISIT_DETAIL,VISIT_DETAIL_END_DATE,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the VISIT_DETAIL_END_DATE field of the VISIT_DETAIL table that occurs prior to birth. (Threshold=1%).,0.15%
PASS,VISIT_DETAIL,VISIT_DETAIL_END_DATETIME,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the VISIT_DETAIL_END_DATETIME field of the VISIT_DETAIL table that occurs prior to birth. (Threshold=1%).,0.15%
PASS,VISIT_DETAIL,VISIT_DETAIL_START_DATE,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the VISIT_DETAIL_START_DATE field of the VISIT_DETAIL table that occurs prior to birth. (Threshold=1%).,0.15%
PASS,VISIT_DETAIL,VISIT_DETAIL_START_DATETIME,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the VISIT_DETAIL_START_DATETIME field of the VISIT_DETAIL table that occurs prior to birth. (Threshold=1%).,0.15%
PASS,VISIT_OCCURRENCE,VISIT_END_DATE,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the VISIT_END_DATE field of the VISIT_OCCURRENCE table that occurs prior to birth. (Threshold=1%).,0.15%
PASS,VISIT_OCCURRENCE,VISIT_END_DATETIME,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the VISIT_END_DATETIME field of the VISIT_OCCURRENCE table that occurs prior to birth. (Threshold=1%).,0.15%
PASS,VISIT_OCCURRENCE,VISIT_START_DATE,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the VISIT_START_DATE field of the VISIT_OCCURRENCE table that occurs prior to birth. (Threshold=1%).,0.15%
PASS,VISIT_OCCURRENCE,VISIT_START_DATETIME,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the VISIT_START_DATETIME field of the VISIT_OCCURRENCE table that occurs prior to birth. (Threshold=1%).,0.15%
PASS,PROCEDURE_OCCURRENCE,None,measurePersonCompleteness,Completeness,None,TABLE,None,The number and percent of persons in the CDM that do not have at least one record in the PROCEDURE_OCCURRENCE table (Threshold=95%).,0.12%
PASS,OBSERVATION,OBSERVATION_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the OBSERVATION_DATE field of the OBSERVATION table less than '19500101'. (Threshold=1%).,0.12%
PASS,OBSERVATION,OBSERVATION_DATETIME,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the OBSERVATION_DATETIME field of the OBSERVATION table less than '19500101'. (Threshold=1%).,0.12%
PASS,MEASUREMENT,MEASUREMENT_DATE,plausibleTemporalAfter,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the MEASUREMENT_DATE field of the MEASUREMENT that occurs prior to the date in the BIRTH_DATETIME field of the PERSON table. (Threshold=1%).,0.11%
PASS,MEASUREMENT,MEASUREMENT_DATE,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the MEASUREMENT_DATE field of the MEASUREMENT table that occurs prior to birth. (Threshold=1%).,0.11%
PASS,MEASUREMENT,MEASUREMENT_DATETIME,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the MEASUREMENT_DATETIME field of the MEASUREMENT table that occurs prior to birth. (Threshold=1%).,0.11%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the PROCEDURE_DATE field of the PROCEDURE_OCCURRENCE table less than '19500101'. (Threshold=1%).,0.10%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_DATETIME,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the PROCEDURE_DATETIME field of the PROCEDURE_OCCURRENCE table less than '19500101'. (Threshold=1%).,0.10%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_END_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the PROCEDURE_END_DATE field of the PROCEDURE_OCCURRENCE table less than '19500101'. (Threshold=1%).,0.10%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_END_DATETIME,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the PROCEDURE_END_DATETIME field of the PROCEDURE_OCCURRENCE table less than '19500101'. (Threshold=1%).,0.10%
PASS,MEASUREMENT,MEASUREMENT_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the MEASUREMENT_DATE field of the MEASUREMENT table less than '19500101'. (Threshold=1%).,0.09%
PASS,MEASUREMENT,MEASUREMENT_DATETIME,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the MEASUREMENT_DATETIME field of the MEASUREMENT table less than '19500101'. (Threshold=1%).,0.09%
PASS,DRUG_EXPOSURE,DRUG_EXPOSURE_END_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the DRUG_EXPOSURE_END_DATE field of the DRUG_EXPOSURE table less than '19500101'. (Threshold=1%).,0.08%
PASS,DRUG_EXPOSURE,DRUG_EXPOSURE_END_DATETIME,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the DRUG_EXPOSURE_END_DATETIME field of the DRUG_EXPOSURE table less than '19500101'. (Threshold=1%).,0.08%
PASS,DRUG_EXPOSURE,DRUG_EXPOSURE_START_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the DRUG_EXPOSURE_START_DATE field of the DRUG_EXPOSURE table less than '19500101'. (Threshold=1%).,0.08%
PASS,DRUG_EXPOSURE,DRUG_EXPOSURE_START_DATETIME,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the DRUG_EXPOSURE_START_DATETIME field of the DRUG_EXPOSURE table less than '19500101'. (Threshold=1%).,0.08%
PASS,DRUG_EXPOSURE,VERBATIM_END_DATE,plausibleValueLow,Plausibility,Atemporal,FIELD,None,The number and percent of records with a value in the VERBATIM_END_DATE field of the DRUG_EXPOSURE table less than '19500101'. (Threshold=1%).,0.07%
FAIL,DRUG_EXPOSURE,DAYS_SUPPLY,cdmDatatype,Conformance,Value,FIELD,None,A yes or no value indicating if the DAYS_SUPPLY in the DRUG_EXPOSURE is the expected data type based on the specification.  Only checks integer fields. (Threshold=0%).,0.06%
PASS,DRUG_EXPOSURE,DRUG_EXPOSURE_END_DATE,plausibleTemporalAfter,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the DRUG_EXPOSURE_END_DATE field of the DRUG_EXPOSURE that occurs prior to the date in the DRUG_EXPOSURE_START_DATE field of the DRUG_EXPOSURE table. (Threshold=1%).,0.06%
PASS,DRUG_EXPOSURE,DRUG_EXPOSURE_END_DATETIME,plausibleTemporalAfter,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the DRUG_EXPOSURE_END_DATETIME field of the DRUG_EXPOSURE that occurs prior to the date in the DRUG_EXPOSURE_START_DATETIME field of the DRUG_EXPOSURE table. (Threshold=1%).,0.06%
PASS,DRUG_EXPOSURE,VERBATIM_END_DATE,plausibleTemporalAfter,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the VERBATIM_END_DATE field of the DRUG_EXPOSURE that occurs prior to the date in the DRUG_EXPOSURE_START_DATE field of the DRUG_EXPOSURE table. (Threshold=1%).,0.06%
PASS,DRUG_EXPOSURE,DRUG_EXPOSURE_START_DATE,plausibleStartBeforeEnd,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the DRUG_EXPOSURE_START_DATE field of the DRUG_EXPOSURE that occurs after the date in the DRUG_EXPOSURE_END_DATE. (Threshold=1%).,0.06%
PASS,DRUG_EXPOSURE,DRUG_EXPOSURE_START_DATETIME,plausibleStartBeforeEnd,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the DRUG_EXPOSURE_START_DATETIME field of the DRUG_EXPOSURE that occurs after the date in the DRUG_EXPOSURE_END_DATETIME. (Threshold=1%).,0.06%
PASS,OBSERVATION,OBSERVATION_DATE,withinVisitDates,Plausibility,None,FIELD,None,The number and percent of records not within one week on either side of the corresponding visit occurrence start and end date (Threshold=5%).,0.03%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_DATE,withinVisitDates,Plausibility,None,FIELD,None,The number and percent of records not within one week on either side of the corresponding visit occurrence start and end date (Threshold=5%).,0.03%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_DATE,plausibleTemporalAfter,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the PROCEDURE_DATE field of the PROCEDURE_OCCURRENCE that occurs prior to the date in the BIRTH_DATETIME field of the PERSON table. (Threshold=1%).,0.02%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_DATETIME,plausibleTemporalAfter,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the PROCEDURE_DATETIME field of the PROCEDURE_OCCURRENCE that occurs prior to the date in the BIRTH_DATETIME field of the PERSON table. (Threshold=1%).,0.02%
PASS,OBSERVATION_PERIOD,OBSERVATION_PERIOD_END_DATE,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the OBSERVATION_PERIOD_END_DATE field of the OBSERVATION_PERIOD table that occurs prior to birth. (Threshold=1%).,0.02%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_DATE,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the PROCEDURE_DATE field of the PROCEDURE_OCCURRENCE table that occurs prior to birth. (Threshold=1%).,0.02%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_DATETIME,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the PROCEDURE_DATETIME field of the PROCEDURE_OCCURRENCE table that occurs prior to birth. (Threshold=1%).,0.02%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_END_DATE,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the PROCEDURE_END_DATE field of the PROCEDURE_OCCURRENCE table that occurs prior to birth. (Threshold=1%).,0.02%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_END_DATETIME,plausibleAfterBirth,Plausibility,Temporal,FIELD,None,The number and percent of records with a date value in the PROCEDURE_END_DATETIME field of the PROCEDURE_OCCURRENCE table that occurs prior to birth. (Threshold=1%).,0.02%
FAIL,DRUG_STRENGTH,INGREDIENT_CONCEPT_ID,fkClass,Conformance,Computational,FIELD,None,The number and percent of records that have a value in the INGREDIENT_CONCEPT_ID field in the DRUG_STRENGTH table that do not conform to the INGREDIENT class. (Threshold=0%).,0.01%
